name,description,category,usability,license,language,features,tags,link,icon
Howler AI,"Plataforma de IA focada em engajamento de clientes, automatizando sequências de e-mails e follow-ups personalizados.",📝 Conteúdo,3,Pago,EN,"Automatização de e-mails de engajamento, Personalização de mensagens com IA, Análise de métricas de engajamento, Integração com CRM, Segmentação de público-alvo","Engajamento, E-mail Marketing",https://www.howler.media/,https://www.howler.media/static/media/logo-2.50dc56ef.svg
Bardeen AI,"Extensão de navegador que automatiza tarefas repetitivas, integrando-se com diversas plataformas para aumentar a produtividade.",📝 Conteúdo,4,Pago (teste gratuito),EN,"Automatização de fluxos de trabalho, Integração com múltiplas plataformas, Geração de resumos e extração de dados, Criação de bots personalizados, Interface intuitiva com comandos simples","Automação, Produtividade",https://www.bardeen.ai/,https://avatars.githubusercontent.com/u/64928485?s=280&v=4
AdCreative,"Plataforma de IA para geração de criativos publicitários otimizados para conversão, incluindo banners, vídeos e textos.",📝 Conteúdo,4,Pago (teste gratuito),EN,"Geração de criativos publicitários com IA, Análise de desempenho de anúncios, Integração com plataformas de anúncios, Personalização de conteúdo para marcas, Sugestões de otimização baseadas em dados","Publicidade, Anúncios",https://www.adcreative.ai/?gspk=ZmV5amNidDR0dzgzNTc&gsxid=jNnBiJyEUWaM&pscd=free-trial.adcreative.ai&gad_source=1&gclid=Cj0KCQiA88a5BhDPARIsAFj595jpUjdKJlY1r7D4_SBLsNK1-WwACvL7I2HMyglkiZE97BRu8HzF8GkaAr1kEALw_wcB,https://findmyaitool-rh.s3.ap-southeast-2.amazonaws.com/images/ai-tool/logo/Adcreative.ai-1723792755405
FluentlyAI,"Assistente de escrita com IA que auxilia na criação de conteúdo fluente e natural, oferecendo sugestões e correções em tempo real.",🤖 Automação,4,Pago (teste gratuito),EN,"Sugestões de reescrita, Correção gramatical, Ajuste de tom e estilo, Expansão e condensação de texto, Integração com editores de texto","Escrita, Conteúdo",https://getfluently.app/,https://framerusercontent.com/images/5TOWtySXFNj8PhxRoqLBYGCK6s.png
Descript,"Plataforma de edição de áudio e vídeo com IA, permitindo transcrição, edição e montagem de maneira intuitiva.",🤖 Automação,4,Pago (teste gratuito),EN,"Transcrição de áudio e vídeo, Edição de texto sincronizada com áudio, Ferramentas de edição de vídeo, Suporte para gravação em múltiplas pistas, Exportação em diversos formatos","Edição, Áudio, Vídeo",https://www.descript.com/,https://descript-website.vercel.app/images/descript-logo.svg
Rev AI,"Serviço de transcrição de áudio e vídeo com alta precisão, ideal para empresas e profissionais.",🤖 Automação,3,Pago (teste gratuito),EN,"Transcrição automática de áudio e vídeo, Suporte a múltiplos idiomas, Identificação de falantes, API para integração, Exportação em vários formatos de arquivo","Transcrição, Áudio, Vídeo",https://www.rev.ai/,https://www.rev.ai/content/curve/img/revai/logo/logo-black-mobile.svg?v=wtjDEWXNn9Cu-Vki_-j4VS6yJ86McQSlRw59dj7Tiqc
Clipto,erviço de transcrição de áudio e vídeo com IA,🤖 Automação,4,Gratuito e Pago,Multilíngue,"Transcrição automática com precisão de 99%, Suporte a mais de 99 idiomas, Identificação de falantes, Processamento de arquivos de até 6 horas, Exportação em formatos como SRT, VTT e TXT","Transcrição, Áudio, Vídeo",https://www.clipto.com/pt/free-ai-transcribe-video-audio-to-text-in-second?gad_source=1&gclid=Cj0KCQiA88a5BhDPARIsAFj595gIdlPeSr0Z0NSUemxSfTSjtGwcwtvAccJ0PwjEabkOtU6s-CUvE6MaAus5EALw_wcB,https://www.clipto.com/img/front/header/logo.webp
TextCortex,"Plataforma de IA que auxilia na criação e gestão de conteúdo, integrando dados e automatizando fluxos de trabalho para aprimorar a produtividade.",🤖 Automação,4,Pago (teste gratuito),EN,"Transcrição automática com precisão de até 99%, Suporte a mais de 99 idiomas, Identificação de diferentes falantes, Processamento de arquivos de áudio e vídeo de até 6 horas, Exportação em diversos formatos, incluindo SRT, VTT e TXT","Transcrição, Áudio, Vídeo",https://textcortex.com/pt,https://lh3.googleusercontent.com/iay9HUXcZPRCt7rFEuVM9WBuwG13R5e7oe8_2zws4Js8j-Z0i1xXvuDLGmuE6KpKFCTBQ5YGfAPqQzuQ2SGKv3U2=s128-rj-sc0x00ffffff
Udio,Plataforma de criação musical assistida por IA que permite a qualquer pessoa gerar músicas originais em diversos estilos a partir de comandos de texto.,🤖 Automação,4,Pago (teste gratuito),EN,"Geração de músicas a partir de descrições textuais, Personalização de gênero, estilo e letras, Remixagem de músicas em diferentes estilos, Colaboração com músicos para aprimoramento da IA, Exportação e compartilhamento de faixas criadas","Música, Criação Musical, Geração de Conteúdo",https://www.udio.com/home,https://i.pinimg.com/736x/1c/65/6a/1c656a8d8342d6b9f7510df2c73b6399.jpg
Deepgram,"Plataforma de IA especializada em reconhecimento de voz, oferecendo APIs para transcrição de áudio, conversão de texto em fala e compreensão de linguagem natural.",🤖 Automação,4,Pago (teste gratuito),Multilíngue,"APIs de transcrição de áudio em tempo real e pré-gravado, Conversão de texto em fala com vozes naturais, Modelos de compreensão de linguagem para análise de sentimentos e detecção de tópicos, Suporte a mais de 30 idiomas, Integração com diversas plataformas e SDKs.","Transcrição, Reconhecimento de Voz, APIs",https://deepgram.com/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_J3lQfLZCSZsrrfBUelLctJCd1rIRcBb3n5vy7LXdDZ0E7_uq5GF_xw8tOPJF8H93m20&usqp=CAU
ElevenLabs,"Plataforma de IA especializada em síntese de fala realista, oferecendo ferramentas para geração de voz, clonagem vocal e dublagem automática em diversos idiomas.",🤖 Automação,4,Pago (teste gratuito),Multilíngue,"Geração de voz a partir de texto com entonação natural, Clonagem de voz com base em amostras de áudio, Dublagem automática preservando a emoção e características do locutor, Suporte a mais de 30 idiomas, Ferramentas para criadores de conteúdo, incluindo estúdio de narração e biblioteca de vozes","Síntese de Fala, Clonagem de Voz, Dublagem",https://elevenlabs.io/,https://play-lh.googleusercontent.com/Im726gXJYWu6Lw0M6BcPNV1BdlO7QVB1wQfMtEnsn1-J4e80WI7AEivVXDrK1ypsm0o=w240-h480-rw
Galileo AI,"Plataforma de design de interfaces assistida por IA que permite a criação rápida de designs de UI/UX a partir de descrições textuais ou imagens, integrando-se perfeitamente ao Figma para edição e colaboração.",🎨 Design,4,Pago (teste gratuito),EN,"Geração de designs de interface a partir de prompts de texto, Criação de interfaces baseadas em imagens de referência, Integração com o Figma para edição e colaboração, Personalização de cores, formas e fontes, Biblioteca de componentes de UI para diversos dispositivos","Design de Interface, Figma, UI/UX",https://www.usegalileo.ai/explore,https://cdn.prod.website-files.com/64f2fa44b0818c378b17052e/65c4e3dcb13127af927fbd5d_20240208T0220-053c39af-648e-4f80-96d2-e9a2af8325a5.png
Khroma,"Ferramenta de design baseada em IA que auxilia designers na descoberta e criação de paletas de cores personalizadas, aprendendo as preferências do usuário para gerar combinações harmoniosas.",🎨 Design,3,Gratuito,EN,"Geração de paletas de cores personalizadas com base nas preferências do usuário, Visualização de combinações de cores em diferentes contextos, como tipografia e gradientes, Pesquisa e filtragem de paletas por matiz, tonalidade e valor, Salvamento de paletas favoritas para referência futura, Acesso a códigos hexadecimais e valores RGB das cores selecionadas.","Design, Cores, Paletas",https://www.khroma.co/,https://cdn-1.webcatalog.io/catalog/khroma/khroma-icon-filled-256.webp?v=1714781476902
Uizard,"Plataforma de design assistida por IA que permite a criação rápida de interfaces de usuário para aplicativos e websites, transformando descrições textuais, esboços e capturas de tela em designs editáveis.",🎨 Design,4,Gratuito e Pago,EN,"Geração de designs de UI a partir de prompts de texto, Conversão de esboços desenhados à mão em mockups digitais, Transformação de capturas de tela em designs editáveis, Colaboração em tempo real com equipes, Biblioteca de templates e componentes de UI.","Design de Interface, Protótipos, UI/UX",https://uizard.io/,"https://images.crunchbase.com/image/upload/c_pad,h_256,w_256,f_auto,q_auto:eco,dpr_1/uosng4omsipht7cpvbi8"
Visily,"Plataforma de design de interfaces de usuário assistida por IA que permite a criação rápida de wireframes e protótipos de alta fidelidade, acessível tanto para designers quanto para não-designers.",🎨 Design,4,Pago (teste gratuito),EN,"Geração de designs a partir de prompts de texto, Conversão de esboços desenhados à mão em wireframes editáveis, Transformação de capturas de tela em mockups personalizáveis, Biblioteca com mais de 1.500 templates e componentes de UI, Colaboração em tempo real com equipes","Design de Interface, Wireframes, Protótipos",https://www.velir.com/ideas/2024/10/16/meet-sitecore-stream-a-marketers-new-best-friend?utm_source=google&utm_medium=cpc&utm_campaign=search_partners_sitecore_stream&utm_id=21835534018&gad_source=1&gclid=Cj0KCQiA88a5BhDPARIsAFj595hOmLxFFLs-2WvppLEaCvkJ7uWQUiNL03EO8aTPUTCwE5R64i0ra44aAuRDEALw_wcB,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdNf2gmbxg9SpQZl01n_P7eOh3TT0prKC0ouCwoyD3uEHA9Ox0IY9WtOxdNl8nTXMG0jA&usqp=CAU
VisualEyes,"Plataforma de análise de design assistida por IA que fornece insights sobre a atenção do usuário e a clareza visual, permitindo a otimização de interfaces e materiais de marketing.",🎨 Design,4,Gratuito e Pago,EN,"Geração de mapas de calor de atenção para simular estudos de eye-tracking, Cálculo de pontuações de clareza visual para avaliar a simplicidade do design, Identificação de áreas de interesse em designs, Integração com ferramentas de design como Figma, Adobe XD e Sketch, Análise rápida de designs para otimização de UX e campanhas de marketing","Design, Análise, UX",https://topai.tools/t/visualeyes,https://topai.tools/assets/img/favicon.png
Dzine,"Plataforma de design gráfico assistida por IA que oferece ferramentas avançadas para geração e edição de imagens, permitindo controle preciso sobre composição e estilo.",🎨 Design,4,Gratuito e Pago,EN,"Geração de imagens a partir de texto com diversos estilos predefinidos, Edição de imagens com ferramentas de camadas, posicionamento e esboço, Preenchimento generativo para adicionar ou remover objetos, Ferramenta de aprimoramento para melhorar a clareza e corrigir artefatos, Exportação de imagens em alta resolução até 6144x6144 pixels","Design Gráfico, Edição de Imagens, Geração de Imagens",https://www.dzine.ai/?via=quocbao&gad_source=1&gclid=Cj0KCQiA88a5BhDPARIsAFj595i1LCEZVacYq2III6q3hJuLKdPvCscMcIVvA0uiD1jf5kaMInnLQiMaAkQ-EALw_wcB,https://miro.medium.com/v2/resize:fit:850/1*VgXJsbY74hrGd7umkTgn8Q.jpeg
Phygital+,"Plataforma de IA que oferece um espaço de trabalho integrado para arte, design e startups de tecnologia, permitindo a criação de conteúdo de alta qualidade sem a necessidade de código ou hardware especializado.",🎨 Design,3,Gratuito e Pago,EN,"Acesso a mais de 50 modelos e ferramentas de IA, incluindo MidJourney, DALL-E 3 e ChatGPT, Interface baseada em nós para colaboração criativa, Treinamento de modelos personalizados com DreamBooth e Stable Diffusion, Geração de imagens, transformação e aprimoramento de conteúdo, Biblioteca de prompts e modelos para inspiração","Design, Arte, Web3",https://phygital.plus/,https://assets.softr-files.com/applications/fbfc865c-2f96-4d3b-af6c-8d2a9ee541a2/assets/bdef87d8-a25c-4a03-b46a-4080cc305bbf.png
Pictory,Geração de vídeos automatizados a partir de texto ou scripts,🎥 Vídeo,4,Pago (teste gratuito),EN,"Transformação de texto em vídeo, Edição de vídeos com IA, Banco de imagens e vídeos, Legendas automáticas, Personalização de conteúdo","Vídeo, Automação, Edição",https://pictory.ai/home2a?el=2000&htrafficsource=pictoryblog,https://pictory.ai/wp-content/uploads/2022/08/logo-new-font-TM.png
HeyGen,Criação de avatares de vídeo com narração realista em múltiplos idiomas,🎥 Vídeo,4,Pago (teste gratuito),EN,"Avatares de vídeo realistas, Narração em múltiplos idiomas, Personalização de expressões, Conversão de texto em fala, Modelos para negócios","Avatares, Vídeo, Narração",https://www.heygen.com/,https://cdn.prod.website-files.com/66a9edf7bd0139f5207e19be/66e1a30a9a12f4c1d2bb3e9f_heygen-logotype.svg
Nullface.AI,Geração de imagem de rostos realistas,🎥 Vídeo,4,Gratuito e Pago,EN,"Geração de rostos realistas, Personalização de características, Variedade de etnias e idades, Exportação de imagens, Aplicação em designs e marketing","Imagens Realistas, Design",https://nullface.ai/,https://nullface.ai/images/logo.png
Invidio AI,Ferramenta para criação de vídeos,🎥 Vídeo,4,Pago (teste gratuito),EN,"Automação de criação de vídeo, Geração de conteúdo visual, Modelos de vídeo pré-definidos, Edição inteligente, Análise de engajamento","Vídeo, Automação, Criação Visual",https://invideo.io/?irclickid=xzNyGmREyxyKUItTHmxFKzOqUkCTFGQoozUYX80&mpid=5806561&irgwc=1&gad_source=1&gclid=Cj0KCQiA88a5BhDPARIsAFj595idkMtI6_gful8CWK1OWMN7SXGaOLqaV2WJRzihhZ0zr22xGv4tvCkaAqsNEALw_wcB,https://web-assets.invideo.io/common/prod/logos/invideo-ai-light.svg
Synthesia,Criação de vídeos com avatares e narração,🎥 Vídeo,4,Pago,Multilíngue,"Avatares personalizáveis, Narração multilingue, Conversão de texto em vídeo, Modelos para empresas, Facilidade de edição","Avatares, Vídeo, Multilingue",https://www.synthesia.io/,https://cdn.prod.website-files.com/65e89895c5a4b8d764c0d710/65eae689ace95f5017dc17a0_Logo-main.svg
Looka,"Plataforma de criação de logotipos e identidade de marca com IA, ideal para usuários sem experiência em design.",🎨 Design,4,Pago,EN,"Criação de logotipos personalizados, Kit de Marca completo, Modelos de mídia social alinhados ao logotipo, Personalização de cores e fontes, Geração rápida de identidade visual","Design, Logotipo",https://looka.com/?gad_source=1&gclid=Cj0KCQiA88a5BhDPARIsAFj595jh_ax13R4oAW0Uysjo6XSiETwa8Erk9xtwXbhP5lC9JYb0PXLTL98aAmPQEALw_wcB,https://looka.com/wp-content/themes/looka/images/logos/looka_logo_black.svg
Designs AI,"Plataforma que oferece diversas ferramentas de IA generativa para gerar imagens, vídeos, conteúdo, voz e muito mais.",🎨 Design,4,Pago (teste gratuito),EN,"Desenho com IA para transformar esboços em visuais cativantes, Trocador de Rostos com IA para adicionar efeitos dinâmicos de troca de rostos, Redator de IA para aumentar seu marketing e conteúdo de SEO, Gerador de Vídeos com IA para vídeos rápidos de campanhas multiplataforma, Criador de Logotipo para logotipos gerados por IA e kits de marca, Transforma texto em vozes com som natural, Correspondência de Cores, Criador de Gráficos, Pareamento de Fontes, Calendário de Mídias Sociais para planejamento de mídias sociais","Design, Marketing",https://designs.ai/,https://assets.designs.ai/images/dsai-logo/default.webp
Piktochart AI,"Ferramenta de criação de infográficos e conteúdos visuais com IA, transformando ideias em designs profissionais rapidamente.",🎨 Design,4,Pago (teste gratuito),Multilíngue,"Geração automática de infográficos, Modelos personalizáveis, Transformação de texto em design, Integração com conteúdo visual, Ferramentas de personalização de layout","Infográficos, Visualização",https://piktochart.com/,https://upload.wikimedia.org/wikipedia/commons/0/07/Piktochart_logo.jpg
Civitai,"Plataforma de código aberto dedicada ao compartilhamento e avaliação de modelos de IA generativa, incluindo modelos de Stable Diffusion, inversões textuais, gradientes estéticos e hypernetworks.",🎨 Design,2,Gratuito,EN,"Hospedagem e compartilhamento de modelos de IA, Geração de imagens no site, Treinamento de LoRA, Hospedagem de imagens e vídeos, Artigos e recursos educacionais.","Modelos de IA, Comunidade.",https://civitai.com/,https://cdn-1.webcatalog.io/catalog/civitai/civitai-icon-filled-256.png?v=1714779870591
Runway,Plataforma de IA generativa para criação e edição de conteúdo multimídia,🎥 Vídeo,3,Gratuito e Pago,EN,"Geração de vídeos a partir de texto e imagens, Ferramentas de edição de vídeo e foto, Criação de texturas 3D, Rastreamento de movimento, Substituição de fundo","Edição de Vídeo, Criação de Conteúdo",https://runwayml.com/,https://www.fahimai.com/wp-content/uploads/2024/06/Untitled-800-x-800-px-1.png
Kling AI,Plataforma de inteligência artificial generativa especializada na criação de vídeos realistas a partir de comandos de texto ou imagens,🎥 Vídeo,4,Gratuito e Pago,Multilíngue,"Geração de vídeos de alta qualidade em resolução 1080p, Suporte a vídeos de até dois minutos de duração, Modelagem precisa de movimentos complexos e interações, Opção de criar vídeos a partir de texto ou imagens, Flexibilidade na proporção de aspecto dos vídeos gerados.","Criação de Vídeo, Multimídia.",https://klingai.com/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfxiFAkwQLKBUq88VEYONKGs8FKST-e4R9Tw&s
Opus Clip,Ferramenta de IA que transforma vídeos longos em clipes curtos e virais para redes sociais,🎥 Vídeo,4,Gratuito e Pago,Multilíngue,"Geração automática de clipes curtos, Adição de legendas animadas, Geração de títulos de vídeo em diferentes estilos, Integração com plataformas de mídia social, Análise de pontuação de viralidade.","Vídeo, Clipes Curtos, Redes Sociais, Marketing",https://www.opus.pro/,https://iaacademy.club/wp-content/uploads/2023/10/pXxCdS5q_400x400.jpg
ClipAnything,"Ferramenta de IA multimodal que permite clipes de qualquer momento de qualquer vídeo usando pistas visuais, de áudio e de sentimento.",🎥 Vídeo,4,Gratuito e Pago,EN,"Análise avançada de vídeo, Clipping de vídeo personalizável, Reframe Anything para reformatação de vídeos, Geração de clipes prontos para redes sociais, Suporte a diversos tipos de vídeo.","Vídeo, Clipping, Redes Sociais, Marketing",https://www.choppity.com/features/clip-anything,https://media.licdn.com/dms/image/v2/D4E0BAQHzu2wTt7Sntg/company-logo_200_200/company-logo_200_200/0/1694865743372/choppity_logo?e=2147483647&v=beta&t=zTyYk5xl2CVZcvoMtlaAh7CxEOH0hjAyKMNwvyeCMh0
ComfyUI,"Interface gráfica modular para modelos de difusão, permitindo a criação de fluxos de trabalho complexos de Stable Diffusion através de uma interface baseada em nós",🎨 Design,2,Gratuito,EN,"Interface de nós/fluxograma para experimentação e criação de fluxos de trabalho complexos de Stable Diffusion sem necessidade de codificação, Suporte completo a SD1.x, SD2.x, SDXL, Stable Video Diffusion, Stable Cascade, SD3 e Stable Audio, Gerenciamento inteligente de memória, permitindo execução em GPUs com apenas 1GB de VRAM, Carregamento de modelos/checkpoints nos formatos ckpt, safetensors e diffusers, Suporte a Embeddings/Textual Inversion, Loras (regular, locon e loha) e Hypernetworks","Interface Gráfica, Modelos de Difusão",https://www.comfy.org/,https://framerusercontent.com/images/7Nhoxwn9eWYrqKjEewfXutR90U.png?scale-down-to=1024
Recraft AI,"Plataforma de design com IA para criação e edição de gráficos digitais, incluindo vetores, ilustrações e gráficos 3D.",🎨 Design,3,Gratuito e Pago,"EN, PT","Geração de imagens a partir de texto, Editor de vetores, Ferramentas de edição de imagens, Canvas infinito para colaboração, Integração com IA avançada para precisão de design","Design, Imagens, Edição",https://www.recraft.ai/,https://play-lh.googleusercontent.com/FRzBTtZ8hApfBsi6yy2uMSzQcD9gslph0SUmGCX4w29DoELdf8zbNHX1BNb9-lno78E
Clarice.ai,"Assistente de escrita em português que utiliza inteligência artificial para revisar e aprimorar textos, oferecendo correções gramaticais, sugestões de estilo e ferramentas de reescrita",📝 Conteúdo,,Gratuito e Pago,Multilíngue,"Correção ortográfica e gramatical, Sugestões de estilo e clareza, Ferramenta de reescrita de textos, Detecção de plágio, Integração com Google Docs","Escrita, Revisão, Português",https://clarice.ai/,https://media.licdn.com/dms/image/v2/C560BAQHEkBOwlMdkfQ/company-logo_200_200/company-logo_200_200/0/1630651474425/clarice_ai_logo?e=2147483647&v=beta&t=PzVZR3wqAeW5mujs3LrnUp11h_5XeUI3LdROG0vbajE
NotebookLM ,"Assistente de pesquisa e escrita com IA desenvolvido pelo Google, projetado para ajudar na compreensão e exploração de materiais complexos, permitindo a organização de informações e geração de insights a partir de documentos pessoais.",📚 Educação,4,Gratuito,"EN, PT","Resumo automático de documentos, Geração de guias de estudo e FAQs, Suporte a múltiplos formatos de arquivo, incluindo PDFs, Google Docs e URLs, Capacidade de responder a perguntas específicas baseadas nos documentos fornecidos, Integração com o modelo de IA Gemini 1.5 Pro para análise multimodal.","Pesquisa, Escrita, Educação",https://notebooklm.google/,https://notebooklm.google/_/static/v4/notebook-icon.svg